City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,ishigaki,75,JP,1554289200,83,24.34,124.16,69.8,17.22
281,baykit,80,RU,1554294744,76,61.68,96.39,25.25,13.24
282,havelock,1,US,1554294426,100,34.88,-76.9,43.0,6.93
283,panorama,76,BR,1554294744,57,-21.35,-51.86,81.86,3.29
284,quelimane,40,MZ,1554292800,48,-17.88,36.89,87.8,10.29
285,alegrete,56,BR,1554294744,91,-29.79,-55.79,74.93,4.41
286,phulabani,12,IN,1554294745,23,20.47,84.23,94.37,3.4
287,caravelas,0,BR,1554294745,100,-17.73,-39.27,80.78,1.83
288,turka,8,UA,1554293582,31,49.16,23.03,57.0,5.01
289,dabhol,44,IN,1554294745,71,17.6,73.17,86.09,13.69
290,abha,40,SA,1554292800,56,18.22,42.5,71.6,18.34
291,ulaangom,0,MN,1554294746,77,49.98,92.07,39.83,0.72
292,qasigiannguit,40,GL,1554292200,63,68.82,-51.19,26.6,29.97
293,hamilton,75,BM,1554294688,88,32.3,-64.78,73.99,17.22
294,calabozo,0,VE,1554294747,67,8.92,-67.43,78.17,14.25
295,onega,8,RU,1554294747,73,63.91,38.09,37.49,12.91
296,steinbach,20,CA,1554294726,73,49.53,-96.69,23.0,11.41
297,prachuap khiri khan,56,TH,1554294749,62,11.81,99.79,82.76,3.18
298,waddan,0,LY,1554294749,35,29.16,16.14,71.78,4.52
299,kieta,88,PG,1554294749,100,-6.22,155.63,76.64,3.62
300,manggar,44,ID,1554294750,96,-2.88,108.27,79.97,2.95
301,muros,75,ES,1554294713,75,42.77,-9.06,57.0,19.46
302,port lincoln,68,AU,1554294750,92,-34.72,135.86,65.3,14.03
303,soyo,36,AO,1554294750,74,-6.13,12.37,88.7,3.4
304,kirishi,0,RU,1554294751,54,59.45,32.01,48.92,3.62
305,kimbe,80,PG,1554294751,100,-5.56,150.15,79.88,1.16
306,mazara del vallo,40,IT,1554294671,72,37.65,12.59,62.6,21.92
307,sioux lookout,20,CA,1554292800,72,50.1,-91.92,14.0,10.29
308,ilo,0,PE,1554292800,82,-17.65,-71.34,68.0,3.36
309,jasidih,0,IN,1554294752,22,24.51,86.65,92.75,7.43
310,sistranda,0,NO,1554294651,42,63.73,8.83,48.2,6.93
311,ampanihy,0,MG,1554294752,32,-24.69,44.75,92.03,4.41
312,huautla,88,MX,1554294753,100,21.03,-98.29,61.34,2.39
313,geraldton,20,CA,1554292800,61,49.72,-86.95,15.8,9.17
314,vite,75,ES,1554294713,75,42.89,-8.54,51.8,19.46
315,niquelandia,0,BR,1554294753,82,-14.47,-48.46,79.7,3.96
316,port shepstone,20,ZA,1554294753,91,-30.74,30.45,74.39,19.84
317,ozernovskiy,76,RU,1554294754,90,51.5,156.52,31.28,3.51
318,constitucion,75,MX,1554289860,50,23.99,-104.67,51.8,6.93
319,souillac,64,FR,1554294726,87,45.6,-0.6,53.01,18.34
320,zhanaozen,88,KZ,1554294755,99,43.35,52.85,46.04,16.26
321,balikpapan,20,ID,1554292800,100,-1.24,116.86,77.0,3.36
322,flinders,90,AU,1554294726,82,-34.58,150.85,68.0,4.7
323,jardim,88,BR,1554294755,82,-21.48,-56.15,77.0,10.67
324,voznesenye,0,RU,1554294755,75,61.02,35.48,41.09,9.1
325,erenhot,20,CN,1554294756,31,43.65,111.97,51.89,13.47
326,gonen,40,IL,1554294697,39,33.12,35.65,66.2,5.82
327,vilyuysk,44,RU,1554294756,76,63.75,121.63,27.32,2.62
328,anadyr,0,RU,1554294750,92,64.73,177.51,14.0,2.24
329,camacha,75,PT,1554292800,63,33.08,-16.33,62.6,18.34
330,jacareacanga,36,BR,1554294757,85,-6.22,-57.76,79.88,2.84
331,talas,75,TR,1554292200,37,38.69,35.55,53.6,1.12
332,great falls,20,US,1554294682,79,47.5,-111.29,34.0,2.95
333,simao,24,CN,1554294757,96,22.76,100.79,58.82,2.06
334,merauke,88,ID,1554294758,93,-8.49,140.4,81.59,5.41
335,metro,8,ID,1554294583,71,-5.11,105.31,84.29,7.76
336,sinegorye,80,RU,1554294758,98,62.09,150.53,14.63,2.17
337,qiyang,76,CN,1554294758,96,26.59,111.85,54.86,4.18
338,shingu,0,JP,1554294759,100,33.72,135.99,52.16,10.45
339,belaya gora,0,RU,1554294759,59,68.54,146.19,1.85,2.39
340,cam ranh,40,VN,1554292800,79,11.92,109.15,84.2,9.17
341,atar,48,MR,1554292800,100,20.52,-13.05,71.6,6.93
342,arraial do cabo,40,BR,1554292800,65,-22.97,-42.02,82.4,6.93
343,stykkisholmur,92,IS,1554294760,89,65.08,-22.73,38.57,26.78
344,hammerfest,75,NO,1554292200,100,70.66,23.68,33.8,3.36
345,morondava,0,MG,1554294760,59,-20.3,44.28,90.86,8.55
346,manavalakurichi,40,IN,1554292800,66,8.13,77.3,89.6,6.93
347,maceio,75,BR,1554292800,66,-9.67,-35.74,84.2,3.36
348,ossora,92,RU,1554294761,95,59.24,163.07,32.27,21.74
349,tuktoyaktuk,56,CA,1554294761,78,69.44,-133.03,-0.49,13.69
350,morehead,1,US,1554294692,45,38.18,-83.43,46.4,5.82
351,santiago del estero,0,AR,1554294633,94,-27.8,-64.26,74.3,4.52
352,rawson,36,AR,1554294762,46,-43.3,-65.11,52.16,4.07
353,althofen,75,AT,1554294656,47,46.87,14.47,59.0,2.24
354,ulverstone,0,AU,1554294724,61,-41.16,146.17,51.01,7.0
355,imbituba,0,BR,1554292800,74,-28.24,-48.67,78.8,8.05
356,lazaro cardenas,0,MX,1554294650,33,28.39,-105.62,57.0,3.0
357,cabadiangan,20,PH,1554292800,69,10.45,123.98,80.6,3.36
358,bogorodskoye,12,RU,1554294763,65,52.37,140.44,21.29,4.63
359,mumford,32,GH,1554294763,71,5.26,-0.76,90.14,7.65
360,taltal,32,CL,1554294763,93,-25.41,-70.49,53.24,0.94
361,rafai,0,CF,1554294764,46,4.95,23.92,96.62,9.44
362,teahupoo,20,PF,1554294745,78,-17.83,-149.27,78.8,2.24
363,te anau,0,NZ,1554294764,79,-45.41,167.72,34.79,4.63
364,miandrivazo,0,MG,1554294764,36,-19.53,45.46,95.36,8.21
365,parintins,44,BR,1554294764,80,-2.63,-56.73,82.22,3.06
366,aklavik,40,CA,1554292800,75,68.22,-135.01,-14.81,4.7
367,mangrol,0,IN,1554294765,19,25.33,76.51,98.33,5.75
368,komsomolskiy,80,RU,1554294765,94,67.55,63.78,28.13,12.68
369,rudsar,40,IR,1554292800,82,37.14,50.29,60.8,6.93
370,kahta,75,TR,1554292200,76,37.78,38.62,54.0,5.82
371,axim,12,GH,1554294766,92,4.87,-2.24,85.28,11.79
372,bud,0,NO,1554294654,34,62.91,6.91,50.0,3.36
373,atikokan,0,CA,1554294766,73,48.76,-91.62,16.52,5.64
374,eyl,20,SO,1554294766,81,7.98,49.82,84.11,10.45
375,cockburn town,0,TC,1554294767,97,21.46,-71.14,78.71,10.0
376,monroe,1,US,1554294587,86,41.91,-83.4,42.01,8.05
377,pirot,20,RS,1554292800,36,43.16,22.59,64.4,6.93
378,conceicao do araguaia,8,BR,1554294614,100,-8.26,-49.26,79.7,4.29
379,aksarka,0,RU,1554294768,88,66.56,67.8,26.96,14.7
380,jaisalmer,0,IN,1554294588,19,26.91,70.91,102.74,5.19
381,hollins,1,US,1554294724,56,37.35,-79.95,48.99,10.29
382,uvat,36,RU,1554294768,51,59.14,68.9,37.94,3.06
383,sawakin,0,SD,1554289200,23,19.1,37.33,86.0,12.75
384,oruro,90,BO,1554292800,93,-17.97,-67.11,46.4,3.36
385,harper,90,US,1554294450,82,30.3,-99.24,57.2,9.17
386,srednekolymsk,0,RU,1554294769,79,67.46,153.71,15.53,2.39
387,cabedelo,40,BR,1554292800,79,-6.97,-34.84,86.0,5.82
388,moose factory,90,CA,1554294300,92,51.26,-80.61,30.2,17.22
389,baculin,44,PH,1554294770,95,7.45,126.58,76.73,9.33
390,tevaitoa,32,PF,1554294770,98,-16.78,-151.5,84.11,8.32
391,cayenne,75,GF,1554292800,74,4.94,-52.33,82.4,13.87
392,ambilobe,20,MG,1554294770,90,-13.19,49.05,83.12,8.88
393,kandrian,92,PG,1554294770,92,-6.21,149.55,77.9,2.39
394,keelung,75,TW,1554294699,83,25.13,121.74,71.6,2.24
395,petauke,12,ZM,1554294771,36,-14.25,31.33,85.28,9.89
396,bakhtiyarpur,0,IN,1554292800,38,25.46,85.54,89.6,9.17
397,port moresby,20,PG,1554292800,94,-9.47,147.16,77.0,5.82
398,belmonte,0,PT,1554294678,47,40.36,-7.35,54.0,7.0
399,dobroye,64,RU,1554294772,69,52.86,39.81,42.44,17.83
400,ust-tsilma,92,RU,1554294637,83,65.44,52.15,39.83,7.99
401,kavieng,68,PG,1554294772,98,-2.57,150.8,84.56,7.2
402,honningsvag,90,NO,1554292200,100,70.98,25.97,32.0,2.24
403,kavaratti,0,IN,1554294773,100,10.57,72.64,84.29,6.31
404,tigzirt,36,DZ,1554294569,67,36.57,4.2,63.0,8.01
405,phalaborwa,92,ZA,1554292800,69,-23.95,31.14,77.0,9.17
406,troitsko-pechorsk,0,RU,1554294773,60,62.71,56.19,40.46,8.21
407,san vicente,40,SV,1554294641,83,13.64,-88.78,77.0,1.12
408,hirado,0,JP,1554294748,45,33.32,129.49,48.2,6.93
409,esperanza,76,PH,1554294775,65,6.72,124.52,81.5,2.73
410,lyuban,0,BY,1554294775,46,52.8,28.0,51.71,9.22
411,lata,48,IN,1554294776,71,30.78,78.62,58.91,0.38
412,awbari,12,LY,1554294776,34,26.59,12.77,78.71,8.43
413,haines junction,76,CA,1554294776,83,60.75,-137.51,22.01,1.83
414,natal,75,BR,1554292800,94,-5.81,-35.21,77.0,4.7
415,najran,40,SA,1554292800,22,17.54,44.22,91.4,17.22
416,myingyan,0,MM,1554291000,34,21.46,95.39,93.2,5.82
417,bambous virieux,75,MU,1554294544,70,-20.34,57.76,84.2,11.41
418,umm lajj,0,SA,1554294777,60,25.02,37.27,77.27,8.77
419,xining,64,CN,1554294778,36,36.62,101.77,43.07,3.4
420,aden,0,YE,1554294778,96,12.79,45.03,81.05,9.22
421,kirakira,44,SB,1554294778,100,-10.46,161.92,82.67,9.33
422,manta,44,RO,1554294779,41,45.1,24.1,50.63,6.2
423,butembo,20,CD,1554294779,78,0.12,29.29,76.55,2.84
424,rio grande,0,BR,1554292800,74,-32.03,-52.1,78.8,4.7
425,anito,0,PH,1554294779,96,12.45,125.29,80.42,11.34
426,narkevychi,0,UA,1554294779,70,49.52,26.64,47.3,14.92
427,goderich,76,CA,1554294752,87,43.74,-81.71,39.99,1.01
428,entre rios,64,BR,1554294780,94,-11.94,-38.08,80.69,3.74
429,miri,0,NG,1554294780,16,10.31,9.75,99.41,11.01
430,alanya,75,TR,1554292200,68,36.55,32.0,64.4,4.7
431,porbandar,0,IN,1554294781,54,21.64,69.61,84.74,14.14
432,vila praia de ancora,75,PT,1554294616,76,41.81,-8.85,57.0,9.17
433,aljezur,0,PT,1554294729,65,37.31,-8.8,64.0,5.01
434,oswego,40,US,1554294700,81,37.17,-95.11,48.99,9.78
435,homer,1,US,1554294674,92,59.64,-151.54,37.0,10.56
436,vila franca do campo,20,PT,1554294743,62,37.72,-25.43,59.0,18.34
437,severo-yeniseyskiy,80,RU,1554294609,63,60.37,93.04,28.04,9.44
438,matias olimpio,92,BR,1554294782,100,-3.72,-42.56,75.74,2.62
439,mae hong son,20,MM,1554292800,42,19.3,97.96,82.4,2.51
440,mandla,0,IN,1554294783,20,22.6,80.37,95.09,6.2
441,the valley,40,AI,1554294752,65,18.22,-63.06,80.6,16.11
442,voh,92,NC,1554294783,97,-20.95,164.69,79.79,7.65
443,quang ngai,88,VN,1554294783,92,15.12,108.8,73.13,1.83
444,jalu,12,LY,1554294784,44,29.03,21.55,75.65,4.97
445,port-gentil,20,GA,1554292800,66,-0.72,8.78,89.6,5.82
446,leshukonskoye,76,RU,1554294784,65,64.9,45.76,40.91,8.66
447,pleasanton,90,US,1554294774,87,37.66,-121.87,55.0,2.73
448,chuy,36,UY,1554294785,97,-33.69,-53.46,69.62,14.7
449,galle,90,US,1554294783,76,29.74,-97.91,57.99,3.36
450,kindu,32,CD,1554294785,63,-2.95,25.92,87.17,3.06
451,teya,5,MX,1554294752,88,21.05,-89.07,73.99,9.17
452,mahanoro,80,MG,1554294786,88,-19.9,48.8,78.89,3.4
453,laguna,0,MX,1554294786,59,27.52,-110.01,55.58,2.17
454,itarema,64,BR,1554294787,100,-2.92,-39.92,78.89,4.41
455,springbok,8,ZA,1554294787,16,-29.67,17.88,84.2,9.55
456,the pas,20,CA,1554292800,71,53.82,-101.24,8.6,6.93
457,north platte,90,US,1554294676,75,41.12,-100.77,43.0,4.7
458,santa fe,90,AR,1554294492,100,-31.62,-60.7,75.0,10.29
459,upata,0,VE,1554294788,72,8.02,-62.41,74.93,5.53
460,san carlos de bariloche,0,AR,1554292800,64,-41.13,-71.31,33.8,4.7
461,kahului,1,US,1554294578,100,20.89,-156.47,69.01,24.16
462,mezen,76,RU,1554294789,69,65.85,44.24,38.84,9.44
463,pochutla,5,MX,1554294677,74,15.74,-96.47,78.8,4.63
464,davila,20,PH,1554292800,74,18.47,120.58,82.4,4.7
465,inhambane,75,MZ,1554292800,69,-23.87,35.38,82.4,6.93
466,prainha,56,BR,1554294791,87,-1.8,-53.48,80.51,3.18
467,ilave,92,PE,1554294791,100,-16.09,-69.64,40.28,4.41
468,alice springs,0,AU,1554292800,19,-23.7,133.88,71.6,4.7
469,chato,0,TZ,1554294791,75,-2.64,31.77,81.59,5.19
470,vangaindrano,24,MG,1554294792,82,-23.35,47.6,80.24,4.74
471,charleston,75,US,1554294654,54,38.35,-81.63,44.01,6.93
472,moron,76,VE,1554294792,85,10.49,-68.2,68.72,2.84
473,blagoyevo,36,RU,1554294792,60,63.37,47.92,42.89,9.22
474,gravdal,75,NO,1554294723,61,59.79,5.78,48.2,10.29
475,tankhoy,88,RU,1554294252,39,51.55,105.12,32.0,15.01
476,carupano,76,VE,1554294613,90,10.67,-63.26,76.64,10.22
477,fort nelson,90,CA,1554292800,85,58.81,-122.69,17.6,11.41
478,daokou,44,CN,1554294793,54,35.61,105.12,47.84,9.78
479,klaksvik,40,FO,1554292320,100,62.23,-6.59,37.4,32.21
480,klyuchi,48,RU,1554294794,48,52.25,79.17,55.31,10.89
481,canico,75,PT,1554294785,77,32.63,-16.85,62.6,19.46
482,okha,80,RU,1554294794,92,53.59,142.95,24.71,17.27
483,saint-louis,75,CH,1554294779,81,47.59,7.56,55.0,10.29
484,tipitapa,20,NI,1554292800,78,12.2,-86.1,75.2,6.93
485,juegang,0,CN,1554294662,78,32.31,121.18,55.0,1.99
486,jequitinhonha,0,BR,1554294796,75,-16.43,-41.0,78.17,2.95
487,ibirapitanga,8,BR,1554294796,83,-14.16,-39.37,80.06,4.07
488,villagarzon,92,CO,1554294796,96,1.04,-76.63,59.99,0.94
489,lompoc,75,US,1554294509,93,34.64,-120.46,51.8,4.41
490,podgorodnyaya pokrovka,90,RU,1554292800,93,51.83,54.99,41.0,22.37
491,kedrovoye,0,RU,1554292800,48,57.16,60.57,39.2,15.66
492,tuatapere,8,NZ,1554294608,90,-46.13,167.69,45.0,12.01
493,wuwei,88,CN,1554294797,38,37.93,102.64,44.06,3.06
494,mnogovershinnyy,56,RU,1554294797,89,53.94,139.92,18.86,3.4
495,hattiesburg,1,US,1554294358,86,31.33,-89.29,46.0,3.51
496,paita,48,PE,1554294798,80,-5.09,-81.11,71.42,3.96
497,ulladulla,90,AU,1554294654,82,-35.36,150.48,66.2,4.7
498,balkanabat,0,TM,1554294798,42,39.51,54.36,67.19,0.72
499,hasaki,20,JP,1554294627,41,35.73,140.83,42.8,4.7
500,san cristobal,75,EC,1554294601,100,-0.39,-78.55,55.4,2.24
501,igrim,0,RU,1554294799,53,63.19,64.42,39.56,8.77
502,ouesso,0,CG,1554294799,56,1.61,16.05,92.3,2.17
503,taoudenni,64,ML,1554294799,26,22.68,-3.98,93.11,8.1
504,ayorou,12,NE,1554294800,12,14.73,0.92,108.14,16.37
505,tahe,24,CN,1554294800,69,52.34,124.71,28.22,2.17
506,dillon,90,US,1554294690,93,45.22,-112.64,37.4,3.36
507,minsk,0,BY,1554292800,29,53.9,27.56,51.8,11.18
508,barmer,0,IN,1554294801,12,25.74,71.4,106.7,4.63
509,iranshahr,0,IR,1554292800,18,27.21,60.69,91.4,18.34
510,erbaa,75,TR,1554292200,38,40.67,36.56,59.0,6.93
511,marrakesh,0,MA,1554294802,39,31.63,-7.99,77.54,8.66
512,salta,75,AR,1554294480,93,-24.79,-65.41,68.0,2.95
513,auki,0,NG,1554294802,16,12.18,6.51,103.46,16.37
514,ranau,75,MY,1554294616,83,5.95,116.67,81.0,4.7
515,sorong,32,ID,1554294802,94,-0.86,131.25,84.47,5.97
516,lasa,40,CY,1554294693,64,34.92,32.53,68.0,3.36
517,mitu,20,IR,1554294803,62,36.2,46.09,46.4,3.85
518,rancho palos verdes,90,US,1554294727,77,33.75,-118.37,59.0,4.7
519,strezhevoy,0,RU,1554292800,37,60.73,77.6,37.4,4.47
520,jawhar,0,IN,1554294803,23,19.91,73.23,99.5,8.21
521,ambon,36,FR,1554294726,61,47.55,-2.56,52.0,8.05
522,macouria,75,GF,1554292800,74,5.01,-52.47,82.4,13.87
523,acapulco,5,MX,1554291900,88,16.86,-99.88,71.6,3.29
524,yairipok,20,IN,1554292800,53,24.67,94.07,71.6,2.24
525,kutum,0,SD,1554294805,18,14.2,24.66,88.34,5.53
526,big rapids,1,US,1554294802,59,43.7,-85.48,36.0,8.05
527,novaya malykla,92,RU,1554294805,92,54.21,49.93,34.61,19.62
528,salalah,0,OM,1554292200,48,17.01,54.1,87.8,10.29
529,la asuncion,44,EC,1554294805,92,-1.64,-78.74,46.13,0.6
530,betong,44,MY,1554294806,94,5.77,101.07,76.19,1.95
531,waki,20,JP,1554294466,45,34.19,132.21,48.2,5.82
532,ulaanbaatar,40,MN,1554292800,10,47.92,106.92,55.4,17.9
533,meulaboh,56,ID,1554294806,100,4.14,96.13,81.05,0.38
534,middlebury,1,US,1554294577,55,44.01,-73.17,39.99,3.36
535,bulungu,20,CD,1554294807,75,-4.54,18.6,90.59,2.84
536,flin flon,5,CA,1554292800,71,54.77,-101.88,5.0,4.7
537,necochea,0,AR,1554294491,19,-38.55,-58.74,61.0,1.99
538,kenai,1,US,1554294724,86,60.55,-151.26,34.0,2.95
539,murighiol,0,RO,1554292800,32,45.04,29.17,52.0,11.41
540,collie,64,AU,1554294700,44,-33.36,116.15,69.01,2.62
541,saint-pierre,12,FR,1554294725,70,48.95,4.24,50.0,11.41
542,katherine,90,AU,1554292800,61,-14.47,132.26,82.4,4.7
543,visby,0,SE,1554293778,45,57.64,18.3,48.2,23.04
544,chara,75,GR,1554294807,48,39.42,22.43,64.99,4.7
545,constantine,40,DZ,1554292800,60,36.36,6.61,68.0,12.75
546,hue,20,VN,1554292800,94,16.47,107.58,78.8,5.82
547,lunenburg,90,US,1554294801,93,42.59,-71.72,37.99,4.7
548,zhigansk,44,RU,1554294810,80,66.77,123.37,27.95,7.43
549,lumphat,56,KH,1554294810,96,13.5,106.97,73.76,3.62
550,pinheiro machado,0,BR,1554294811,94,-31.58,-53.38,73.04,4.74
551,namibe,0,AO,1554294811,100,-15.19,12.15,80.51,6.98
552,tamworth,0,AU,1554294674,59,-31.09,150.93,68.0,10.29
553,formosa do rio preto,0,BR,1554294812,62,-11.04,-45.19,83.21,4.63
554,san angelo,92,US,1554294703,78,31.46,-100.44,59.0,8.01
555,ondjiva,0,AO,1554294812,32,-17.07,15.73,94.37,10.45
556,henties bay,0,NA,1554292929,80,-22.12,14.28,64.99,8.99
557,haicheng,0,CN,1554294812,30,40.85,122.74,49.46,13.02
558,hangzhou,56,CN,1554294775,87,30.25,120.21,59.0,2.24
559,yinchuan,76,CN,1554294806,6,38.48,106.21,60.01,1.99
560,longhua,64,CN,1554294813,74,29.21,106.21,61.97,3.4
